id,title,commemorating,date_of_incident,description,inscription,address,location_guide,map_grid_ref,previous_location,nature,physical_type,physical_materials,setting,access,post_unveiling,commissioned_by,artist(s),date_unveiled,comments,gps_x,gps_y
497,Burke and McCartan Plaque,"IRA Volunteers Danny Burke and Jack McCartan who were both shot dead in the Andersonstown Social Club in 1974 and 1977.
 Person(s) commemorated",,Small rectangular-shaped stone plaque,Single inscription in English with Irish text.,"Andersonstown Social Club, South Link, Andersonstown, Belfast West,  County Antrim, Northern Ireland. BT11 9??",Plaque is located at the entrance to Andersonstown Social Club.,IJ301715,,"Paramilitary, Republican, IRA",Plaque,Stone Marble,Building Exterior,Private Restricted (viewable when main gates to the social club are open),,,,,,54.574899780214004,-5.988388153069756
498,IRA Memorial Garden (South Link),"Memorial dedicated to 39 republican activists from the area of the IRA's 1st Battalion. Of the names listed only 21 are contained in the Sutton Index of Deaths.
 Person(s) commemorated",,Small memorial garden / enclosure surrounded with walls and railings and a double gate. There are two large plaques built into walls.,Numerous.,"South Link, Andersonstown, Belfast West,  County Antrim, Northern Ireland. BT11 9??",Memorial Garden is located just outside the Andersonstown Social Club.,IJ301715,,"Paramilitary, Republican, IRA",Memorial Garden,Stone Marble; hard landscaping; potted plants,Street,Public Unrestricted??,,,,,"The white stone plaque contains 25 names while the black stone plaque contains 39 names. Presumably the list with 25 names is an earlier one, and the list with 39 names was compiled at a later date.",54.574899780214004,-5.988388153069756
499,IRA Memorial (Bingnian Drive),"Volunteers of 'B' Company, 1st Battalion, Belfast Brigade, IRA.
 Person(s) commemorated",,"Large memorial stone, inscribed stone slab, enclosed by brick wall and metal railings and gates. Also three flag poles.",Inscription in Irish and English on plaque.,"Bingnian Drive, Andersonstown, Belfast West,  County Antrim, Northern Ireland. BT11 8J??",At the junction of Bingnian Drive and Bearnagh Drive. At top end of Bingnian Drive close to junction with Glen Road.,IJ299720,,"Paramilitary, Republican, IRA",Memorial Enclosure,Stone Granite; Brick; Metal Iron; hard landscaping,Street,Public Unrestricted,,,,,Individual IRA members are not named on the memorial hence it was not possible to extract a list from Sutton's Index of Deaths.,54.5800894179439,-5.991952964833025
5,Hunger Strike Cenotaph (Glasnevin Cemetery),"Those Republicans who have died on hunger strike, including the 10 prisoners who died in 1981.
 Person(s) commemorated",05 May 1981,Stone slab on two plints; slab incorporates a large bronze plaque/artwork with motifs of 'Easter lilly' flower and human figures.,Inscribed on main slab with the names and dates of those republicans who died on hunger strike from 1971 to 1981,"Glasnevin Cemetery, Finglas Road, Dublin,  County Dublin, Republic of Ireland. n.a.",Located close to the main entrance to Glasnevin Cemetery.  Go through the main entrance on Finglas Road then turn to the right towards the information office.  The monument is along a path which leads away from the fron the building.,IO148369,,"Paramilitary, Republican, IRA, INLA, and Civilian","Other, Republican Plot, Cenotaph - slab, on plints, with plaque/artwork.",Stone Granite (??) and Bronze,Cemetery,Public Restricted (viewable when cemetery is open),,National Graves Association,Yann Goulet (RHA),01/05/1991,Glasnevin Cemetery is also known as Prospect Cemetery.,53.37019002394211,-6.27665108735973
500,Kieran Doherty Memorial,"Kieran Doherty who died on hunger strike in 1981, and the others who died on hunger strike.
 Person(s) commemorated",02 August 1981,Inscribed stone slab enclosed by railings,Inscription in English and Irish.,"Commedagh Drive, Andersonstown, Belfast West,  County Antrim, Northern Ireland. BT11 8G??",At the top edge of the green around which Commedagh Drive winds.,IJ302717,,"Paramilitary, Republican, IRA",Memorial Stone,Stone Granite,Street,Public Unrestricted,,,,2001,,54.57672625786624,-5.9863802824981285
501,Kieran Doherty Plaque,"IRA Volunteer and hunger striker Kieran Doherty who died after 72 days on hunger strike in 1981.
 Person(s) commemorated",02 August 1981,Small rectangular--shaped stone plaque,Single inscription.,"Commedagh Drive, Andersonstown, Belfast West,  County Antrim, Northern Ireland. BT11 8G??",On front wall of house not far from (to the east of) the Kieran Doherty Memorial stone.,IJ303717,,"Paramilitary, Republican, IRA",Plaque,Stone Granite?,Street,Private Restricted (viewable from the street),,,,2001,,54.57692628057901,-5.985442411842289
502,Hunger Strike Artwork,"The ten republicans who died on hunger strike in 1981.
 Person(s) commemorated",05 May 1981,Large metal framwork incorportating metal cutout designs based on portraits of the ten republican hunger strikers; also central circular metal panel featuring a bird and the text of the five 'demands' made by prisoners during the hunger strike.,Inscriptions on the central circular panel,"Falls Road, Falls Park, Belfast West,  County Antrim, Northern Ireland. BT11 9AB",Junction of Falls Road and Glen Road; on the site of the former Andersonstown Barrracks.,IJ307724,,"Paramilitary, Republican, IRA, INLA","Other, Artwork",Metal Iron,Street,Public Unrestricted,Originally constructed for the 20th anniversary of the 1981 hunger strike and used as a portable backdrop to a number of commemorations. During the 25th anniversay commemoration it was decided to place the monument at the site of the former Andersonstown Barracks.,,,2001,,54.58374439723685,-5.979428613704657
503,Pearse Jordan Mural,"IRA member Pearse Jordan who was killed by the RUC on 25 November 1992 .
 Person(s) commemorated",25 November 1992,Mural consists of a small portrait of the person killed and two circular panels depicting the incident.,Inscription.,"Falls Road, Falls Park, Belfast West,  County Antrim, Northern Ireland. BT11 9AB",Junction of Falls Road and Glen Road; on the site of the former Andersonstown Barrracks.,IJ307725,,"Paramilitary, Republican, IRA",Mural,Paint,Street,Public Unrestricted,,,,August 2008,,54.58374439723685,-5.979428613704657
504,Forsythe Plaque - (nvtd),Person(s) commemorated,,,,"Shaw's Road, Andersonstown, Belfast West,  County Antrim, Northern Ireland. BT11 9??",,IJ292714,,"Paramilitary, Republican, IRA",Memorial Garden,,Garden,,,,,,,54.57393436883715,-6.003329062810765
505,Kieran Doherty Plaque and Mural,"IRA member Kieran Doherty who died after 72 days on Hunger Strike in 1981.
 Person(s) commemorated",02 August 1981,Medium-sized mural alongside stone plaque.,"No inscription on the mural, but inscriptions on an accompanying plaque and wooden panel.","Slemish Way, Andersonstown, Belfast West,  County Antrim, Northern Ireland. BT11 8JW",At the junction of Slemish Way and Andersonstown Road; not far from the Roger Casement Park.,IJ303714,,"Paramilitary, Republican, IRA","Plaque, and Mural","Stone Marble, Wood, Paint",Street,Public Unrestricted,,,,2001,,54.57428689979192,-5.986113959388075
506,Caoimhin MacBradaigh Mural (South Link),"Caoimhin MacBradaigh who was killed in the attack by Michael Stone in Milltown Cemetery on 16 March 1988.
 Person(s) commemorated",16 March 1988,Wall mural,,"South Link, Andersonstown, Belfast West,  County Antrim, Northern Ireland. BT11 8GX",Close to the roundabout at the junction of South Link and Dart Hill.  Also close to the Andersonstown Social Club.,IJ301715,,"Paramilitary, Republican, IRA",Mural,Paint,Street,Public Unrestricted,,,Frankie Mather,,,54.57538638542086,-5.989013752732809
507,Hunger Strike Mural (Shaws Road),"The 22 republicans who died on hunger strike since 1917. (Sutton's Index of Deaths lists only those who died during 'the Troubles').
 Person(s) commemorated",,Medium-sized wall mural painted on wooden panels.,"List of names, locations and dates of those Republicans who died on Hunger Strike from 1917 to 1981.","Shaws Road, Andersonstown,?? Belfast West,  County Antrim, Northern Ireland. BT11 9??",Close to the junction of Shaws Road and Rossnareen Road.,IJ290716,,"Paramilitary, Republican, IRA",Mural,"Paint, Wood",Street,Public Unrestricted,Mural badly faded at time of visit.,,,,,54.57620346884388,-6.0052596434094765
508,IRA Memorial Garden (Shaws Road),"IRA members of 'A' Company, 1st Battalion, IRA. (No individuals are names on the memorial hence there is no listing from Sutton's Index of Deaths.)
 Person(s) commemorated",,"Medium-sized enclosure featuring stone wall incorporating large inclined plaque; the garden is surrounded by walls, railings, and gates. The enclosure is situated next to the gable wall of a block of flats.",Inscription consists of a dedication.,"Shaws Road, Andersonstown,?? Belfast West,  County Antrim, Northern Ireland. BT11 9??",At the junction of Shaws Road and Rossnareen Road; at the gable end of a building on Rossnareen Road.,IJ290716,,"Paramilitary, Republican, IRA","Memorial Garden, Memorial Enclosure, and Memorial Stone",Stone Marble,Street,Public Unrestricted (gates unlocked at time of visit),,,,,,54.57633603675337,-6.005670759571466
509,Patsy O'Hara Mural (Shaws Road),"Hunger Striker Patsy O'Hara, and the other nine Hunger Strikers who died in 1981.
 Person(s) commemorated",21 May 1981,Wall mural featuring portrait of Patsy O'Hara; also includes the names of all ten Republican Hunger Strikers who died in 1981.,"Names, dates of death and organisation affilation.","Shaws Road, Andersonstown,?? Belfast West,  County Antrim, Northern Ireland. BT11 9??","Close to, and opposite from, the junction of Shaws Road and Rossnareen Road.",IJ290716,,"Paramilitary, Republican, INLA",Mural,Paint,Street,Public Unrestricted,,Republican Socialist Movement Andersonstown,,2006,,54.57579839430661,-6.005758890429941
510,IRA Mural (Ballymurphy Cresent),"Four IRA members Tommy Toland, John Stone, Jim McGrillen and Michael Kane, and two republican activitists: Kathleen McCullough and Elizabeth McGivern. (Only three of the IRA members are listed in Sutton's Index of Deaths.)
 Person(s) commemorated",,Large mural painted on gable wall of house. The mural features a number of portraits and an IRA unit in a kitchen in Ballymurphy. There is a commemorative plaque attached to the same wall.,Inscriptions on the mural and on the attached plaque,"Ballymurphy Cresent, Ballymurphy, Belfast West,  County Antrim, Northern Ireland. BT12 7JH",Not far from the junction of Ballymurphy Cresent and Glenalina Road.,IJ304737,,"Paramilitary, Republican, IRA","Mural, and Plaque",Paint,Street,Private Restricted (viewable from street),,Ballymurphy Murals Project Committee,,,,54.594915653156235,-5.982836551246145
513,Bryson and Mulvena Mural and Plaques,"IRA members Jim Bryson and Patrick Mulvenna who were shot by British soldiers on 31 August 1973.
 Person(s) commemorated",31 August 1973,Large mural painted on gable wall of house.  The mural features portraits o the two IRA members and a scene set in a Ballymurphy street. Attached to the mural wall are two plaques.,Names of dead and dedications.,"Ballymurphy Road, Ballymurphy, Belfast West,  County Antrim, Northern Ireland. BT12 7J??",At the junction of Ballymurphy Road and Springhill Drive.,IJ305737,,"Paramilitary, Republican, IRA","Mural, and Plaques","Paint, Metal Brass, Stone Marble",Street,Private Restricted (viewable from street),,Ballymurphy Murals Project Committee,,,"The compiler does not know which appeared first, the mural or the plaques.",54.59484157128376,-5.980550130978494
514,Cumann na mBan Mural (Ballymurphy Road),"Six local women members of the IRA. (Four appear to have be members of Cumann na mBan and two were members of Cumann na gCailini. (Two of the six are not listed in Sutton's Index of Deaths.)
 Person(s) commemorated",29 September 1996,Large mural painted on gable wall of house. The mural includes six portraits.,Names of people killed.,"Ballymurphy Road, Ballymurphy, Belfast West,  County Antrim, Northern Ireland. BT12 7J??",Not far from the junction of Ballymurphy Road and Whiterock Road.,IJ305734,,"Paramilitary, Republican, IRA",Mural,Paint,Street,Private Restricted (viewable from street),,,,,,54.59242713197514,-5.980700592581816
515,Paddy Teer Mural,"IRA member Paddy Teer who died in Long Kesk on 2 July 1974. (Not listed in Sutton's Index of Deaths.)
 Person(s) commemorated",02 July 1974,Large mural painted on gable wall of house.,"Name, age and date of death.","Ballymurphy Road, Ballymurphy, Belfast West,  County Antrim, Northern Ireland. BT12 7J??",At the junction of Ballymurphy Road and Ballymurphy Crescent.,IJ305736,,"Paramilitary, Republican, IRA",Mural,Paint,Street,Private Restricted (viewable from street),,,Gerard Kelly,,,54.59431251714549,-5.981690401376551
516,Pat McGeown Mural (Ballymurphy Road),"Pat McGeown a former hunger striker. Republicans claim that his death was due to the effects of the hunger strike.
 Person(s) commemorated",01 October 1996,Large mural painted on gable wall of house.,Name and short dedication.,"Ballymurphy Road, Ballymurphy, Belfast West,  County Antrim, Northern Ireland. BT12 7J??",At the junction of Ballymurphy Road and Ballymurphy Crescent.,IJ305736,,"Paramilitary, Republican, IRA",Mural,Paint,Street,Private Restricted (viewable from street),,,,,McGeown is not listed in Sutton's Index of Deaths. (See also memorial no. 715),54.59431251714549,-5.981690401376551
517,Volunteers and Civilians Mural - (nvtd),"Those who died in the Greater Ballymurphy area.
 Person(s) commemorated",,Large mural painted on gable wall of house.,??,"Ballymurphy Road, Ballymurphy, Belfast West,  County Antrim, Northern Ireland. BT12 7J??",306737,,,"Paramilitary, Republican, IRA, and Civilian",Mural,Paint,Street,Private Restricted (viewable from street),,,,1985,,,
519,Sean Doyle Plaque,"Sean Doyle who was killed in an accidental shooting in 1944.  This memorial is to an earlier period of 'Troubles' so it is not included in Sutton's Index of Deaths.
 Person(s) commemorated",10 April 1944,Small rectangular-shaped stone plaque.,,"Brittons Drive, Ballymurphy, Whiterock, Belfast West,  County Antrim, Northern Ireland. BT12 7PL","On front wall of house, close to junction of Brittons Drive and Brittons Parade.",IJ310734,,"Paramilitary, Republican, IRA",Plaque,Stone Marble,Street,Private Restricted (viewable from street),,,,23rd March 2003,Example of commemoration of earlier period of 'Troubles'.  If the dates are correct it would appear that Sean Doyle was shot and accidentally killed on the day of his 16th birthday.,54.5926178630694,-5.973836742707635
